ADDR,DATA
0x4E2,0x9B
0x4E3,0x97
0x4E4,0x94
0x4E5,0x91
0x4E6,0x8E
0x4E7,0x8C
0x4E8,0x89
0x4E9,0x87
0x4EA,0x83
0x4EB,0x80
0x4EC,0x7D
0x4ED,0x7B
0x4EE,0x78
0x4EF,0x76
0x4F0,0x73
0x4F1,0x70
0x4F2,0x6C
0x4F3,0x68
0x4F4,0x65
0x4F5,0x63
0x4F6,0x61
0x4F7,0x60
0x4F8,0x5E
0x4F9,0x5B
0x4FA,0x58
0x4FB,0x54
0x4FC,0x51
0x4FD,0x4F
0x4FE,0x4D
0x4FF,0x4B
0x500,0x4A
0x501,0x49
0x502,0x49
0x503,0x4A
0x504,0x4C
0x505,0x4F
0x506,0x53
0x507,0x58
0x508,0x5E
0x509,0x65
0x50A,0x6D
0x50B,0x77
0x50C,0x81
0x50D,0x8B
0x50E,0x95
0x50F,0x9C
0x510,0xA1
0x511,0xA2
0x512,0x9F
0x513,0x9A
0x514,0x92
0x515,0x89
0x516,0x81
0x517,0x7B
0x518,0x76
0x519,0x73
0x51A,0x72
0x51B,0x70
0x51C,0x6F
0x51D,0x6D
0x51E,0x6B
0x51F,0x69
0x520,0x66
0x521,0x65
0x522,0x65
0x523,0x67
0x524,0x6A
0x525,0x6D
0x526,0x70
0x527,0x73
0x528,0x75
0x529,0x77
0x52A,0x78
0x52B,0x79
0x52C,0x79
0x52D,0x78
0x52E,0x77
0x52F,0x76
0x530,0x75
0x531,0x74
0x532,0x75
0x533,0x77
0x534,0x7B
0x535,0x80
0x536,0x84
0x537,0x86
0x538,0x87
0x539,0x86
0x53A,0x85
0x53B,0x85
0x53C,0x85
0x53D,0x88
0x53E,0x8B
0x53F,0x90
0x540,0x95
0x541,0x99
0x542,0x9D
0x543,0x9F
0x544,0xA1
0x545,0xA2
0x546,0xA3
0x547,0xA3
0x548,0xA3
0x549,0xA3
0x54A,0xA2
0x54B,0xA2
0x54C,0xA0
0x54D,0x9C
0x54E,0x97
0x54F,0x92
0x550,0x8C
0x551,0x86
0x552,0x81
0x553,0x7D
0x554,0x79
0x555,0x76
0x556,0x75
0x557,0x75
0x558,0x77
0x559,0x7B
0x55A,0x81
0x55B,0x87
0x55C,0x8C
0x55D,0x90
0x55E,0x93
0x55F,0x94
0x560,0x94
0x561,0x94
0x562,0x94
0x563,0x95
0x564,0x95
0x565,0x94
0x566,0x93
0x567,0x91
0x568,0x8E
0x569,0x8B
0x56A,0x87
0x56B,0x84
0x56C,0x83
0x56D,0x81
0x56E,0x81
0x56F,0x82
0x570,0x82
0x571,0x84
0x572,0x85
0x573,0x86
0x574,0x88
0x575,0x8A
0x576,0x8B
0x577,0x8D
0x578,0x8E
0x579,0x8F
0x57A,0x8F
0x57B,0x90
0x57C,0x91
0x57D,0x91
0x57E,0x91
0x57F,0x92
0x580,0x91
0x581,0x90
0x582,0x8E
0x583,0x8C
0x584,0x8A
0x585,0x88
0x586,0x86
0x587,0x86
0x588,0x87
0x589,0x8A
0x58A,0x8C
0x58B,0x8F
0x58C,0x91
0x58D,0x92
0x58E,0x92
0x58F,0x92
0x590,0x92
0x591,0x92
0x592,0x91
0x593,0x91
0x594,0x92
0x595,0x92
0x596,0x93
0x597,0x95
0x598,0x97
0x599,0x99
0x59A,0x9B
0x59B,0x9B
0x59C,0x9A
0x59D,0x98
0x59E,0x96
0x59F,0x93
0x5A0,0x91
0x5A1,0x90
0x5A2,0x8F
0x5A3,0x8C
0x5A4,0x88
0x5A5,0x83
0x5A6,0x7D
0x5A7,0x76
0x5A8,0x6F
0x5A9,0x69
0x5AA,0x64
0x5AB,0x60
0x5AC,0x5E
0x5AD,0x5B
0x5AE,0x59
0x5AF,0x56
0x5B0,0x52
0x5B1,0x4D
0x5B2,0x48
0x5B3,0x43
0x5B4,0x3E
0x5B5,0x3A
0x5B6,0x38
0x5B7,0x36
0x5B8,0x35
0x5B9,0x35
0x5BA,0x36
0x5BB,0x38
0x5BC,0x3C
0x5BD,0x41
0x5BE,0x47
0x5BF,0x4D
0x5C0,0x53
0x5C1,0x58
0x5C2,0x5C
0x5C3,0x5F
0x5C4,0x62
0x5C5,0x64
0x5C6,0x67
0x5C7,0x6C
0x5C8,0x71
0x5C9,0x76
0x5CA,0x7B
0x5CB,0x7E
0x5CC,0x81
